	sponsor	cosponsor	count
0	Del. Moylan, James C. [R-GU-At Large]	Del. Radewagen, Aumua Amata Coleman [R-AS-At Large]	2
1	Del. Moylan, James C. [R-GU-At Large]	Rep. Bacon, Don [R-NE-2]	1
2	Del. Moylan, James C. [R-GU-At Large]	Rep. Biggs, Andy [R-AZ-5]	1
3	Del. Moylan, James C. [R-GU-At Large]	Rep. Buck, Ken [R-CO-4]	1
4	Del. Moylan, James C. [R-GU-At Large]	"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]"	1
5	Del. Moylan, James C. [R-GU-At Large]	Rep. Davis, Donald G. [D-NC-1]	1
6	Del. Moylan, James C. [R-GU-At Large]	Rep. De La Cruz, Monica [R-TX-15]	1
7	Del. Moylan, James C. [R-GU-At Large]	Rep. Donalds, Byron [R-FL-19]	1
8	Del. Moylan, James C. [R-GU-At Large]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
9	Del. Moylan, James C. [R-GU-At Large]	Rep. Gonzales, Tony [R-TX-23]	1
10	Del. Moylan, James C. [R-GU-At Large]	Rep. Harshbarger, Diana [R-TN-1]	1
11	Del. Moylan, James C. [R-GU-At Large]	Rep. Mace, Nancy [R-SC-1]	1
12	Del. Moylan, James C. [R-GU-At Large]	Rep. McCaul, Michael T. [R-TX-10]	1
13	Del. Moylan, James C. [R-GU-At Large]	Rep. Norman, Ralph [R-SC-5]	1
14	Del. Moylan, James C. [R-GU-At Large]	Rep. Nunn, Zachary [R-IA-3]	1
15	Del. Moylan, James C. [R-GU-At Large]	Rep. Peltola, Mary Sattler [D-AK-At Large]	1
16	Del. Moylan, James C. [R-GU-At Large]	Rep. Valadao, David G. [R-CA-22]	1
17	Del. Moylan, James C. [R-GU-At Large]	Rep. Wagner, Ann [R-MO-2]	1
18	Del. Moylan, James C. [R-GU-At Large]	Rep. Wilson, Joe [R-SC-2]	1
19	Del. Moylan, James C. [R-GU-At Large]	Rescom. González-Colón, Jenniffer [R-PR-At Large]	3
20	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Brown, Shontel M. [D-OH-11]	1
21	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Garcia, Robert [D-CA-42]	1
22	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Gomez, Jimmy [D-CA-34]	1
23	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Lee, Barbara [D-CA-12]	1
24	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Mfume, Kweisi [D-MD-7]	1
25	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Porter, Katie [D-CA-47]	1
26	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Schiff, Adam B. [D-CA-30]	1
27	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Sherman, Brad [D-CA-32]	1
28	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Takano, Mark [D-CA-39]	1
29	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Torres, Ritchie [D-NY-15]	1
30	Del. Norton, Eleanor Holmes [D-DC-At Large]	Rep. Watson Coleman, Bonnie [D-NJ-12]	1
31	Del. Plaskett, Stacey E. [D-VI-At Large]	Rep. Estes, Ron [R-KS-4]	1
32	Del. Sablan, Gregorio Kilili Camacho [D-MP-At Large]	Del. Moylan, James C. [R-GU-At Large]	1
33	Rep. Adams, Alma S. [D-NC-12]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
34	Rep. Adams, Alma S. [D-NC-12]	Rep. Beatty, Joyce [D-OH-3]	1
35	Rep. Adams, Alma S. [D-NC-12]	Rep. Bonamici, Suzanne [D-OR-1]	1
36	Rep. Adams, Alma S. [D-NC-12]	Rep. Bowman, Jamaal [D-NY-16]	1
37	Rep. Adams, Alma S. [D-NC-12]	Rep. Brown, Shontel M. [D-OH-11]	1
38	Rep. Adams, Alma S. [D-NC-12]	Rep. Bush, Cori [D-MO-1]	1
39	Rep. Adams, Alma S. [D-NC-12]	Rep. Carson, Andre [D-IN-7]	1
40	Rep. Adams, Alma S. [D-NC-12]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]	1
41	Rep. Adams, Alma S. [D-NC-12]	Rep. Crockett, Jasmine [D-TX-30]	1
42	Rep. Adams, Alma S. [D-NC-12]	Rep. Cárdenas, Tony [D-CA-29]	1
43	Rep. Adams, Alma S. [D-NC-12]	Rep. Davis, Donald G. [D-NC-1]	1
44	Rep. Adams, Alma S. [D-NC-12]	Rep. Frost, Maxwell [D-FL-10]	1
45	Rep. Adams, Alma S. [D-NC-12]	Rep. Horsford, Steven [D-NV-4]	1
46	Rep. Adams, Alma S. [D-NC-12]	Rep. Jackson Lee, Sheila [D-TX-18]	1
47	Rep. Adams, Alma S. [D-NC-12]	Rep. Jackson, Jonathan L. [D-IL-1]	1
48	Rep. Adams, Alma S. [D-NC-12]	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	1
49	Rep. Adams, Alma S. [D-NC-12]	Rep. Lee, Barbara [D-CA-12]	1
50	Rep. Adams, Alma S. [D-NC-12]	Rep. McClellan, Jennifer L. [D-VA-4]	1
51	Rep. Adams, Alma S. [D-NC-12]	Rep. McGovern, James P. [D-MA-2]	1
52	Rep. Adams, Alma S. [D-NC-12]	Rep. Mfume, Kweisi [D-MD-7]	1
53	Rep. Adams, Alma S. [D-NC-12]	Rep. Nickel, Wiley [D-NC-13]	1
54	Rep. Adams, Alma S. [D-NC-12]	Rep. Payne, Donald M., Jr. [D-NJ-10]	1
55	Rep. Adams, Alma S. [D-NC-12]	Rep. Ross, Deborah K. [D-NC-2]	1
56	Rep. Adams, Alma S. [D-NC-12]	Rep. Schiff, Adam B. [D-CA-30]	1
57	Rep. Adams, Alma S. [D-NC-12]	Rep. Sewell, Terri A. [D-AL-7]	1
58	Rep. Adams, Alma S. [D-NC-12]	Rep. Sánchez, Linda T. [D-CA-38]	1
59	Rep. Adams, Alma S. [D-NC-12]	Rep. Thanedar, Shri [D-MI-13]	1
60	Rep. Adams, Alma S. [D-NC-12]	Rep. Trone, David J. [D-MD-6]	1
61	Rep. Adams, Alma S. [D-NC-12]	Rep. Watson Coleman, Bonnie [D-NJ-12]	1
62	Rep. Adams, Alma S. [D-NC-12]	Rep. Wilson, Frederica S. [D-FL-24]	1
63	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Carl, Jerry L. [R-AL-1]	1
64	Rep. Aderholt, Robert B. [R-AL-4]	"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]"	1
65	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Cartwright, Matt [D-PA-8]	1
66	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]	1
67	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Cleaver, Emanuel [D-MO-5]	1
68	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Costa, Jim [D-CA-21]	1
69	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Craig, Angie [D-MN-2]	1
70	Rep. Aderholt, Robert B. [R-AL-4]	Rep. D'Esposito, Anthony [R-NY-4]	1
71	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Davis, Donald G. [D-NC-1]	1
72	Rep. Aderholt, Robert B. [R-AL-4]	Rep. DeSaulnier, Mark [D-CA-10]	1
73	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Johnson, Dusty [R-SD-At Large]	1
74	Rep. Aderholt, Robert B. [R-AL-4]	"Rep. Johnson, Henry C. ""Hank"" [D-GA-4]"	1
75	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Krishnamoorthi, Raja [D-IL-8]	1
76	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Nickel, Wiley [D-NC-13]	1
77	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Quigley, Mike [D-IL-5]	1
78	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Spanberger, Abigail Davis [D-VA-7]	1
79	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Suozzi, Thomas R. [D-NY-3]	1
80	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Tenney, Claudia [R-NY-24]	1
81	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Thanedar, Shri [D-MI-13]	1
82	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Wagner, Ann [R-MO-2]	1
83	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Wasserman Schultz, Debbie [D-FL-25]	1
84	Rep. Aderholt, Robert B. [R-AL-4]	Rep. Wilson, Joe [R-SC-2]	1
85	Rep. Aguilar, Pete [D-CA-33]	Rep. Evans, Dwight [D-PA-3]	1
86	Rep. Aguilar, Pete [D-CA-33]	Rep. Gomez, Jimmy [D-CA-34]	1
87	Rep. Aguilar, Pete [D-CA-33]	Rep. Grijalva, Raúl M. [D-AZ-7]	1
88	Rep. Aguilar, Pete [D-CA-33]	Rep. Meng, Grace [D-NY-6]	1
89	Rep. Aguilar, Pete [D-CA-33]	Rep. Watson Coleman, Bonnie [D-NJ-12]	1
90	Rep. Aguilar, Pete [D-CA-33]	Rescom. González-Colón, Jenniffer [R-PR-At Large]	1
91	Rep. Allen, Rick W. [R-GA-12]	Rep. Bishop, Sanford D., Jr. [D-GA-2]	1
92	Rep. Allen, Rick W. [R-GA-12]	"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]"	1
93	Rep. Allen, Rick W. [R-GA-12]	Rep. Clyde, Andrew S. [R-GA-9]	1
94	Rep. Allen, Rick W. [R-GA-12]	Rep. Collins, Mike [R-GA-10]	1
95	Rep. Allen, Rick W. [R-GA-12]	Rep. Ferguson, A. Drew, IV [R-GA-3]	1
96	Rep. Allen, Rick W. [R-GA-12]	Rep. Greene, Marjorie Taylor [R-GA-14]	1
97	Rep. Allen, Rick W. [R-GA-12]	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	1
98	Rep. Allen, Rick W. [R-GA-12]	Rep. Loudermilk, Barry [R-GA-11]	1
99	Rep. Allen, Rick W. [R-GA-12]	Rep. McBath, Lucy [D-GA-7]	1
100	Rep. Allen, Rick W. [R-GA-12]	Rep. McCormick, Richard [R-GA-6]	1
101	Rep. Allen, Rick W. [R-GA-12]	Rep. Scott, Austin [R-GA-8]	1
102	Rep. Allen, Rick W. [R-GA-12]	Rep. Scott, David [D-GA-13]	1
103	Rep. Allen, Rick W. [R-GA-12]	Rep. Williams, Nikema [D-GA-5]	1
104	Rep. Allred, Colin Z. [D-TX-32]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
105	Rep. Allred, Colin Z. [D-TX-32]	Rep. Barragán, Nanette Diaz [D-CA-44]	1
106	Rep. Allred, Colin Z. [D-TX-32]	Rep. Hayes, Jahana [D-CT-5]	1
107	Rep. Allred, Colin Z. [D-TX-32]	Rep. Kim, Andy [D-NJ-3]	1
108	Rep. Allred, Colin Z. [D-TX-32]	Rep. Larson, John B. [D-CT-1]	1
109	Rep. Allred, Colin Z. [D-TX-32]	Rep. Lofgren, Zoe [D-CA-18]	1
110	Rep. Allred, Colin Z. [D-TX-32]	Rep. Matsui, Doris O. [D-CA-7]	1
111	Rep. Allred, Colin Z. [D-TX-32]	Rep. Ramirez, Delia C. [D-IL-3]	1
112	Rep. Allred, Colin Z. [D-TX-32]	Rep. Salinas, Andrea [D-OR-6]	1
113	Rep. Allred, Colin Z. [D-TX-32]	Rep. Velázquez, Nydia M. [D-NY-7]	1
114	Rep. Arrington, Jodey C. [R-TX-19]	Rep. Ferguson, A. Drew [R-GA-3]	1
115	Rep. Arrington, Jodey C. [R-TX-19]	Rep. Guthrie, Brett [R-KY-2]	1
116	Rep. Arrington, Jodey C. [R-TX-19]	Rep. Moore, Blake D. [R-UT-1]	1
117	Rep. Arrington, Jodey C. [R-TX-19]	Rep. Steube, W. Gregory [R-FL-17]	1
118	Rep. Auchincloss, Jake [D-MA-4]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
119	Rep. Auchincloss, Jake [D-MA-4]	Rep. McHenry, Patrick T. [R-NC-10]	1
120	Rep. Auchincloss, Jake [D-MA-4]	Rep. Molinaro, Marcus J. [R-NY-19]	1
121	Rep. Babin, Brian [R-TX-36]	Rep. Jackson, Jeff [D-NC-14]	1
122	Rep. Bacon, Don [R-NE-2]	Del. Moylan, James C. [R-GU-At Large]	1
123	Rep. Bacon, Don [R-NE-2]	Rep. Banks, Jim [R-IN-3]	1
124	Rep. Bacon, Don [R-NE-2]	Rep. Bentz, Cliff [R-OR-2]	1
125	Rep. Bacon, Don [R-NE-2]	Rep. Bergman, Jack [R-MI-1]	1
126	Rep. Bacon, Don [R-NE-2]	Rep. Caraveo, Yadira [D-CO-8]	1
127	Rep. Bacon, Don [R-NE-2]	Rep. Case, Ed [D-HI-1]	1
128	Rep. Bacon, Don [R-NE-2]	Rep. Chavez-DeRemer, Lori [R-OR-5]	1
129	Rep. Bacon, Don [R-NE-2]	Rep. Ciscomani, Juan [R-AZ-6]	1
130	Rep. Bacon, Don [R-NE-2]	Rep. Cole, Tom [R-OK-4]	1
131	Rep. Bacon, Don [R-NE-2]	Rep. Costa, Jim [D-CA-21]	1
132	Rep. Bacon, Don [R-NE-2]	Rep. Craig, Angie [D-MN-2]	1
133	Rep. Bacon, Don [R-NE-2]	Rep. Crow, Jason [D-CO-6]	1
134	Rep. Bacon, Don [R-NE-2]	Rep. Davids, Sharice [D-KS-3]	1
135	Rep. Bacon, Don [R-NE-2]	Rep. Davis, Donald G. [D-NC-1]	1
136	Rep. Bacon, Don [R-NE-2]	Rep. Finstad, Brad [R-MN-1]	1
137	Rep. Bacon, Don [R-NE-2]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
138	Rep. Bacon, Don [R-NE-2]	Rep. Golden, Jared F. [D-ME-2]	1
139	Rep. Bacon, Don [R-NE-2]	Rep. Gonzales, Tony [R-TX-23]	1
140	Rep. Bacon, Don [R-NE-2]	Rep. Gottheimer, Josh [D-NJ-5]	3
141	Rep. Bacon, Don [R-NE-2]	Rep. Harris, Andy [R-MD-1]	1
142	Rep. Bacon, Don [R-NE-2]	Rep. James, John [R-MI-10]	1
143	Rep. Bacon, Don [R-NE-2]	Rep. Johnson, Dusty [R-SD-At Large]	1
144	Rep. Bacon, Don [R-NE-2]	Rep. Kean, Thomas H. [R-NJ-7]	1
145	Rep. Bacon, Don [R-NE-2]	Rep. Kildee, Daniel T. [D-MI-8]	1
146	Rep. Bacon, Don [R-NE-2]	Rep. LaMalfa, Doug [R-CA-1]	1
147	Rep. Bacon, Don [R-NE-2]	Rep. Lamborn, Doug [R-CO-5]	1
148	Rep. Bacon, Don [R-NE-2]	Rep. Latta, Robert E. [R-OH-5]	1
149	Rep. Bacon, Don [R-NE-2]	Rep. Lawler, Michael [R-NY-17]	1
150	Rep. Bacon, Don [R-NE-2]	Rep. Peltola, Mary Sattler [D-AK-At Large]	1
151	Rep. Bacon, Don [R-NE-2]	Rep. Pettersen, Brittany [D-CO-7]	1
152	Rep. Bacon, Don [R-NE-2]	Rep. Phillips, Dean [D-MN-3]	2
153	Rep. Bacon, Don [R-NE-2]	Rep. Ruppersberger, C. A. Dutch [D-MD-2]	1
154	Rep. Bacon, Don [R-NE-2]	Rep. Rutherford, John H. [R-FL-5]	1
155	Rep. Bacon, Don [R-NE-2]	Rep. Sarbanes, John P. [D-MD-3]	1
156	Rep. Bacon, Don [R-NE-2]	Rep. Schiff, Adam B. [D-CA-30]	1
157	Rep. Bacon, Don [R-NE-2]	Rep. Schweikert, David [R-AZ-1]	1
158	Rep. Bacon, Don [R-NE-2]	Rep. Simpson, Michael K. [R-ID-2]	1
159	Rep. Bacon, Don [R-NE-2]	Rep. Slotkin, Elissa [D-MI-7]	1
160	Rep. Bacon, Don [R-NE-2]	Rep. Stauber, Pete [R-MN-8]	1
161	Rep. Bacon, Don [R-NE-2]	Rep. Trone, David J. [D-MD-6]	1
162	Rep. Bacon, Don [R-NE-2]	Rep. Waltz, Michael [R-FL-6]	1
163	Rep. Balint, Becca [D-VT-At Large]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
164	Rep. Balint, Becca [D-VT-At Large]	Rep. Doggett, Lloyd [D-TX-37]	1
165	Rep. Balint, Becca [D-VT-At Large]	Rep. Lee, Summer L. [D-PA-12]	1
166	Rep. Balint, Becca [D-VT-At Large]	Rep. Pettersen, Brittany [D-CO-7]	1
167	Rep. Balint, Becca [D-VT-At Large]	Rep. Salinas, Andrea [D-OR-6]	1
168	Rep. Banks, Jim [R-IN-3]	Rep. Aderholt, Robert B. [R-AL-4]	1
169	Rep. Banks, Jim [R-IN-3]	Rep. Babin, Brian [R-TX-36]	2
170	Rep. Banks, Jim [R-IN-3]	Rep. Bishop, Dan [R-NC-8]	1
171	Rep. Banks, Jim [R-IN-3]	Rep. Buchanan, Vern [R-FL-16]	1
172	Rep. Banks, Jim [R-IN-3]	Rep. Burchett, Tim [R-TN-2]	1
173	Rep. Banks, Jim [R-IN-3]	Rep. Carl, Jerry L. [R-AL-1]	1
174	Rep. Banks, Jim [R-IN-3]	Rep. Crane, Elijah [R-AZ-2]	1
175	Rep. Banks, Jim [R-IN-3]	Rep. Crenshaw, Dan [R-TX-2]	1
176	Rep. Banks, Jim [R-IN-3]	Rep. Duncan, Jeff [R-SC-3]	1
177	Rep. Banks, Jim [R-IN-3]	Rep. Fry, Russell [R-SC-7]	1
178	Rep. Banks, Jim [R-IN-3]	Rep. Good, Bob [R-VA-5]	1
179	Rep. Banks, Jim [R-IN-3]	Rep. Gooden, Lance [R-TX-5]	1
180	Rep. Banks, Jim [R-IN-3]	Rep. Hageman, Harriet M. [R-WY-At Large]	1
181	Rep. Banks, Jim [R-IN-3]	Rep. Hunt, Wesley [R-TX-38]	1
182	Rep. Banks, Jim [R-IN-3]	Rep. Jackson, Ronny [R-TX-13]	1
183	Rep. Banks, Jim [R-IN-3]	Rep. LaMalfa, Doug [R-CA-1]	1
184	Rep. Banks, Jim [R-IN-3]	Rep. Luna, Anna Paulina [R-FL-13]	1
185	Rep. Banks, Jim [R-IN-3]	Rep. Miller, Mary E. [R-IL-15]	3
186	Rep. Banks, Jim [R-IN-3]	Rep. Miller-Meeks, Mariannette [R-IA-1]	1
187	Rep. Banks, Jim [R-IN-3]	Rep. Mooney, Alexander X. [R-WV-2]	2
188	Rep. Banks, Jim [R-IN-3]	Rep. Moore, Barry [R-AL-2]	1
189	Rep. Banks, Jim [R-IN-3]	Rep. Perez, Marie Gluesenkamp [D-WA-3]	1
190	Rep. Banks, Jim [R-IN-3]	Rep. Posey, Bill [R-FL-8]	1
191	Rep. Banks, Jim [R-IN-3]	Rep. Rouzer, David [R-NC-7]	1
192	Rep. Banks, Jim [R-IN-3]	Rep. Santos, George [R-NY-3]	1
193	Rep. Banks, Jim [R-IN-3]	Rep. Self, Keith [R-TX-3]	1
194	Rep. Banks, Jim [R-IN-3]	Rep. Spanberger, Abigail Davis [D-VA-7]	1
195	Rep. Banks, Jim [R-IN-3]	Rep. Steube, W. Gregory [R-FL-17]	2
196	Rep. Banks, Jim [R-IN-3]	Rep. Timmons, William R. IV [R-SC-4]	1
197	Rep. Banks, Jim [R-IN-3]	Rep. Van Drew, Jefferson [R-NJ-2]	1
198	Rep. Banks, Jim [R-IN-3]	Rep. Van Duyne, Beth [R-TX-24]	1
199	Rep. Banks, Jim [R-IN-3]	Rep. Womack, Steve [R-AR-3]	1
200	Rep. Barr, Andy [R-KY-6]	Rep. Garbarino, Andrew R. [R-NY-2]	1
201	Rep. Barr, Andy [R-KY-6]	Rep. McGarvey, Morgan [D-KY-3]	1
202	Rep. Barragán, Nanette Diaz [D-CA-44]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
203	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Carson, André [D-IN-7]	1
204	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Castor, Kathy [D-FL-14]	1
205	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Grijalva, Raúl M. [D-AZ-7]	1
206	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Huffman, Jared [D-CA-2]	1
207	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Lee, Barbara [D-CA-12]	1
208	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Mullin, Kevin [D-CA-15]	1
209	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Ocasio-Cortez, Alexandria [D-NY-14]	1
210	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Omar, Ilhan [D-MN-5]	1
211	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Stansbury, Melanie A. [D-NM-1]	1
212	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Titus, Dina [D-NV-1]	1
213	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Tlaib, Rashida [D-MI-12]	1
214	Rep. Barragán, Nanette Diaz [D-CA-44]	Rep. Watson Coleman, Bonnie [D-NJ-12]	1
215	Rep. Bean, Aaron [R-FL-4]	Del. Moylan, James C. [R-GU-At Large]	1
216	Rep. Bean, Aaron [R-FL-4]	Rep. Alford, Mark [R-MO-4]	1
217	Rep. Bean, Aaron [R-FL-4]	Rep. Bacon, Don [R-NE-2]	1
218	Rep. Bean, Aaron [R-FL-4]	Rep. Barr, Andy [R-KY-6]	1
219	Rep. Bean, Aaron [R-FL-4]	Rep. Burlison, Eric [R-MO-7]	1
220	Rep. Bean, Aaron [R-FL-4]	Rep. Cammack, Kat [R-FL-3]	1
221	Rep. Bean, Aaron [R-FL-4]	Rep. Cline, Ben [R-VA-6]	1
222	Rep. Bean, Aaron [R-FL-4]	Rep. Donalds, Byron [R-FL-19]	1
223	Rep. Bean, Aaron [R-FL-4]	Rep. Fallon, Pat [R-TX-4]	1
224	Rep. Bean, Aaron [R-FL-4]	Rep. Finstad, Brad [R-MN-1]	1
225	Rep. Bean, Aaron [R-FL-4]	Rep. Foxx, Virginia [R-NC-5]	1
226	Rep. Bean, Aaron [R-FL-4]	Rep. LaLota, Nick [R-NY-1]	1
227	Rep. Bean, Aaron [R-FL-4]	Rep. Maloy, Celeste [R-UT-2]	1
228	Rep. Bean, Aaron [R-FL-4]	Rep. Miller, Mary E. [R-IL-15]	1
229	Rep. Bean, Aaron [R-FL-4]	Rep. Obernolte, Jay [R-CA-23]	1
230	Rep. Bean, Aaron [R-FL-4]	Rep. Owens, Burgess [R-UT-4]	1
231	Rep. Bean, Aaron [R-FL-4]	Rep. Steube, W. Gregory [R-FL-17]	1
232	Rep. Bean, Aaron [R-FL-4]	Rep. Van Duyne, Beth [R-TX-24]	1
233	Rep. Beatty, Joyce [D-OH-3]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
234	Rep. Beatty, Joyce [D-OH-3]	Rep. Meng, Grace [D-NY-6]	1
235	Rep. Beatty, Joyce [D-OH-3]	Rep. Sherrill, Mikie [D-NJ-11]	1
236	Rep. Beatty, Joyce [D-OH-3]	Rep. Wilson, Frederica S. [D-FL-24]	1
237	Rep. Bergman, Jack [R-MI-1]	Rep. Arrington, Jodey C. [R-TX-19]	1
238	Rep. Bergman, Jack [R-MI-1]	Rep. Bice, Stephanie I. [R-OK-5]	1
239	Rep. Bergman, Jack [R-MI-1]	Rep. Brecheen, Josh [R-OK-2]	1
240	Rep. Bergman, Jack [R-MI-1]	Rep. Burchett, Tim [R-TN-2]	1
241	Rep. Bergman, Jack [R-MI-1]	Rep. Burgess, Michael C. [R-TX-26]	1
242	Rep. Bergman, Jack [R-MI-1]	"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]"	1
243	Rep. Bergman, Jack [R-MI-1]	Rep. Cline, Ben [R-VA-6]	1
244	Rep. Bergman, Jack [R-MI-1]	Rep. Crenshaw, Dan [R-TX-2]	1
245	Rep. Bergman, Jack [R-MI-1]	Rep. Davis, Donald G. [D-NC-1]	1
246	Rep. Bergman, Jack [R-MI-1]	Rep. De La Cruz, Monica [R-TX-15]	1
247	Rep. Bergman, Jack [R-MI-1]	Rep. Dingell, Debbie [D-MI-6]	1
248	Rep. Bergman, Jack [R-MI-1]	Rep. Donalds, Byron [R-FL-19]	1
249	Rep. Bergman, Jack [R-MI-1]	Rep. Edwards, Chuck [R-NC-11]	1
250	Rep. Bergman, Jack [R-MI-1]	Rep. Ellzey, Jake [R-TX-6]	1
251	Rep. Bergman, Jack [R-MI-1]	Rep. Estes, Ron [R-KS-4]	1
252	Rep. Bergman, Jack [R-MI-1]	Rep. Ferguson, A. Drew [R-GA-3]	1
253	Rep. Bergman, Jack [R-MI-1]	Rep. Finstad, Brad [R-MN-1]	1
254	Rep. Bergman, Jack [R-MI-1]	Rep. Fischbach, Michelle [R-MN-7]	1
255	Rep. Bergman, Jack [R-MI-1]	Rep. Good, Bob [R-VA-5]	1
256	Rep. Bergman, Jack [R-MI-1]	Rep. Green, Mark E. [R-TN-7]	1
257	Rep. Bergman, Jack [R-MI-1]	Rep. Grothman, Glenn [R-WI-6]	1
258	Rep. Bergman, Jack [R-MI-1]	Rep. Guest, Michael [R-MS-3]	1
259	Rep. Bergman, Jack [R-MI-1]	Rep. Guthrie, Brett [R-KY-2]	1
260	Rep. Bergman, Jack [R-MI-1]	Rep. Huizenga, Bill [R-MI-4]	1
261	Rep. Bergman, Jack [R-MI-1]	Rep. Langworthy, Nicholas A. [R-NY-23]	1
262	Rep. Bergman, Jack [R-MI-1]	Rep. McClain, Lisa C. [R-MI-9]	1
263	Rep. Bergman, Jack [R-MI-1]	Rep. McClintock, Tom [R-CA-5]	1
264	Rep. Bergman, Jack [R-MI-1]	Rep. Moolenaar, John R. [R-MI-2]	1
265	Rep. Bergman, Jack [R-MI-1]	Rep. Moore, Blake D. [R-UT-1]	1
266	Rep. Bergman, Jack [R-MI-1]	Rep. Norman, Ralph [R-SC-5]	1
267	Rep. Bergman, Jack [R-MI-1]	Rep. Roy, Chip [R-TX-21]	1
268	Rep. Bergman, Jack [R-MI-1]	Rep. Smucker, Lloyd [R-PA-11]	1
269	Rep. Bergman, Jack [R-MI-1]	Rep. Thompson, Glenn [R-PA-15]	1
270	Rep. Bergman, Jack [R-MI-1]	Rep. Tokuda, Jill N. [D-HI-2]	1
271	Rep. Bergman, Jack [R-MI-1]	Rep. Valadao, David G. [R-CA-22]	1
272	Rep. Bergman, Jack [R-MI-1]	Rep. Walberg, Tim [R-MI-5]	1
273	Rep. Bergman, Jack [R-MI-1]	Rep. Weber, Randy K. [R-TX-14]	1
274	Rep. Bergman, Jack [R-MI-1]	Rep. Womack, Steve [R-AR-3]	1
275	Rep. Bergman, Jack [R-MI-1]	Rep. Yakym, Rudy [R-IN-2]	1
276	Rep. Beyer, Donald S. [D-VA-8]	Rep. Buchanan, Vern [R-FL-16]	1
277	Rep. Beyer, Donald S. [D-VA-8]	Rep. Ciscomani, Juan [R-AZ-6]	1
278	Rep. Beyer, Donald S. [D-VA-8]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
279	Rep. Beyer, Donald S. [D-VA-8]	Rep. Lofgren, Zoe [D-CA-18]	1
280	Rep. Beyer, Donald S. [D-VA-8]	Rep. McGarvey, Morgan [D-KY-3]	1
281	Rep. Beyer, Donald S. [D-VA-8]	Rep. Scanlon, Mary Gay [D-PA-5]	1
282	Rep. Beyer, Donald S., Jr. [D-VA-8]	Del. Norton, Eleanor Holmes [D-DC-At Large]	2
283	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Beatty, Joyce [D-OH-3]	1
284	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Blumenauer, Earl [D-OR-3]	1
285	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Carson, André [D-IN-7]	1
