	sponsor	cosponsor	count
8050	Rep. Panetta, Jimmy [D-CA-19]	Rep. Kelly, Mike [R-PA-16]	1
8051	Rep. Panetta, Jimmy [D-CA-19]	Rep. Kelly, Trent [R-MS-1]	1
8052	Rep. Panetta, Jimmy [D-CA-19]	Rep. Kennedy, Timothy M. [D-NY-26]	1
8053	Rep. Panetta, Jimmy [D-CA-19]	Rep. Kim, Young [R-CA-40]	1
8054	Rep. Panetta, Jimmy [D-CA-19]	Rep. Kuster, Ann M. [D-NH-2]	1
8055	Rep. Panetta, Jimmy [D-CA-19]	Rep. LaHood, Darin [R-IL-16]	1
8056	Rep. Panetta, Jimmy [D-CA-19]	Rep. Lamborn, Doug [R-CO-5]	1
8057	Rep. Panetta, Jimmy [D-CA-19]	Rep. Larsen, Rick [D-WA-2]	1
8058	Rep. Panetta, Jimmy [D-CA-19]	Rep. Lawler, Michael [R-NY-17]	2
8059	Rep. Panetta, Jimmy [D-CA-19]	Rep. Levin, Mike [D-CA-49]	1
8060	Rep. Panetta, Jimmy [D-CA-19]	Rep. Lieu, Ted [D-CA-36]	2
8061	Rep. Panetta, Jimmy [D-CA-19]	Rep. Malliotakis, Nicole [R-NY-11]	1
8062	Rep. Panetta, Jimmy [D-CA-19]	Rep. Mast, Brian J. [R-FL-21]	1
8063	Rep. Panetta, Jimmy [D-CA-19]	Rep. McCaul, Michael T. [R-TX-10]	1
8064	Rep. Panetta, Jimmy [D-CA-19]	Rep. McCormick, Richard [R-GA-6]	1
8065	Rep. Panetta, Jimmy [D-CA-19]	Rep. McMorris Rodgers, Cathy [R-WA-5]	1
8066	Rep. Panetta, Jimmy [D-CA-19]	Rep. Miller, Carol D. [R-WV-1]	2
8067	Rep. Panetta, Jimmy [D-CA-19]	Rep. Molinaro, Marcus J. [R-NY-19]	1
8068	Rep. Panetta, Jimmy [D-CA-19]	Rep. Moolenaar, John R. [R-MI-2]	1
8069	Rep. Panetta, Jimmy [D-CA-19]	Rep. Moore, Blake D. [R-UT-1]	2
8070	Rep. Panetta, Jimmy [D-CA-19]	Rep. Moore, Gwen [D-WI-4]	1
8071	Rep. Panetta, Jimmy [D-CA-19]	Rep. Moulton, Seth [D-MA-6]	1
8072	Rep. Panetta, Jimmy [D-CA-19]	Rep. Murphy, Gregory F. [R-NC-3]	1
8073	Rep. Panetta, Jimmy [D-CA-19]	Rep. Neguse, Joe [D-CO-2]	1
8074	Rep. Panetta, Jimmy [D-CA-19]	Rep. Nehls, Troy E. [R-TX-22]	1
8075	Rep. Panetta, Jimmy [D-CA-19]	Rep. Norcross, Donald [D-NJ-1]	1
8076	Rep. Panetta, Jimmy [D-CA-19]	Rep. Nunn, Zachary [R-IA-3]	1
8077	Rep. Panetta, Jimmy [D-CA-19]	Rep. Peltola, Mary Sattler [D-AK-At Large]	1
8078	Rep. Panetta, Jimmy [D-CA-19]	Rep. Porter, Katie [D-CA-47]	1
8079	Rep. Panetta, Jimmy [D-CA-19]	Rep. Reschenthaler, Guy [R-PA-14]	1
8080	Rep. Panetta, Jimmy [D-CA-19]	Rep. Ryan, Patrick [D-NY-18]	1
8081	Rep. Panetta, Jimmy [D-CA-19]	Rep. Schneider, Bradley Scott [D-IL-10]	2
8082	Rep. Panetta, Jimmy [D-CA-19]	Rep. Schweikert, David [R-AZ-1]	1
8083	Rep. Panetta, Jimmy [D-CA-19]	Rep. Scott, David [D-GA-13]	1
8084	Rep. Panetta, Jimmy [D-CA-19]	Rep. Sewell, Terri A. [D-AL-7]	1
8085	Rep. Panetta, Jimmy [D-CA-19]	Rep. Sherrill, Mikie [D-NJ-11]	2
8086	Rep. Panetta, Jimmy [D-CA-19]	Rep. Slotkin, Elissa [D-MI-7]	1
8087	Rep. Panetta, Jimmy [D-CA-19]	Rep. Sorensen, Eric [D-IL-17]	1
8088	Rep. Panetta, Jimmy [D-CA-19]	Rep. Strickland, Marilyn [D-WA-10]	1
8089	Rep. Panetta, Jimmy [D-CA-19]	Rep. Suozzi, Thomas R. [D-NY-3]	1
8090	Rep. Panetta, Jimmy [D-CA-19]	Rep. Tenney, Claudia [R-NY-24]	1
8091	Rep. Panetta, Jimmy [D-CA-19]	Rep. Thompson, Mike [D-CA-4]	2
8092	Rep. Panetta, Jimmy [D-CA-19]	Rep. Titus, Dina [D-NV-1]	1
8093	Rep. Panetta, Jimmy [D-CA-19]	Rep. Tokuda, Jill N. [D-HI-2]	1
8094	Rep. Panetta, Jimmy [D-CA-19]	Rep. Van Duyne, Beth [R-TX-24]	1
8095	Rep. Panetta, Jimmy [D-CA-19]	Rep. Vasquez, Gabe [D-NM-2]	1
8096	Rep. Panetta, Jimmy [D-CA-19]	Rep. Wenstrup, Brad R. [R-OH-2]	1
8097	Rep. Panetta, Jimmy [D-CA-19]	Rep. Williams, Roger [R-TX-25]	1
8098	Rep. Panetta, Jimmy [D-CA-19]	Rep. Wilson, Joe [R-SC-2]	1
8099	Rep. Pappas, Chris [D-NH-1]	Del. Moylan, James C. [R-GU-At Large]	2
8100	Rep. Pappas, Chris [D-NH-1]	Rep. Amo, Gabe [D-RI-1]	1
8101	Rep. Pappas, Chris [D-NH-1]	Rep. Bacon, Don [R-NE-2]	1
8102	Rep. Pappas, Chris [D-NH-1]	Rep. Balint, Becca [D-VT-At Large]	1
8103	Rep. Pappas, Chris [D-NH-1]	Rep. Caraveo, Yadira [D-CO-8]	1
8104	Rep. Pappas, Chris [D-NH-1]	Rep. Carson, Andre [D-IN-7]	1
8105	Rep. Pappas, Chris [D-NH-1]	Rep. Craig, Angie [D-MN-2]	1
8106	Rep. Pappas, Chris [D-NH-1]	Rep. Davids, Sharice [D-KS-3]	1
8107	Rep. Pappas, Chris [D-NH-1]	Rep. Davis, Donald G. [D-NC-1]	1
8108	Rep. Pappas, Chris [D-NH-1]	Rep. Deluzio, Christopher R. [D-PA-17]	1
8109	Rep. Pappas, Chris [D-NH-1]	Rep. Fitzpatrick, Brian K. [R-PA-1]	2
8110	Rep. Pappas, Chris [D-NH-1]	Rep. Gallego, Ruben [D-AZ-3]	1
8111	Rep. Pappas, Chris [D-NH-1]	Rep. Golden, Jared F. [D-ME-2]	1
8112	Rep. Pappas, Chris [D-NH-1]	Rep. Gottheimer, Josh [D-NJ-5]	1
8113	Rep. Pappas, Chris [D-NH-1]	Rep. Harder, Josh [D-CA-9]	1
8114	Rep. Pappas, Chris [D-NH-1]	Rep. Kennedy, Timothy M. [D-NY-26]	1
8115	Rep. Pappas, Chris [D-NH-1]	Rep. Kiggans, Jennifer A. [R-VA-2]	2
8116	Rep. Pappas, Chris [D-NH-1]	Rep. Kuster, Ann M. [D-NH-2]	1
8117	Rep. Pappas, Chris [D-NH-1]	Rep. LaLota, Nick [R-NY-1]	1
8118	Rep. Pappas, Chris [D-NH-1]	Rep. Lawler, Michael [R-NY-17]	1
8119	Rep. Pappas, Chris [D-NH-1]	Rep. Molinaro, Marcus J. [R-NY-19]	2
8120	Rep. Pappas, Chris [D-NH-1]	Rep. Moore, Blake D. [R-UT-1]	1
8121	Rep. Pappas, Chris [D-NH-1]	Rep. Nickel, Wiley [D-NC-13]	1
8122	Rep. Pappas, Chris [D-NH-1]	Rep. Obernolte, Jay [R-CA-23]	1
8123	Rep. Pappas, Chris [D-NH-1]	Rep. Panetta, Jimmy [D-CA-19]	1
8124	Rep. Pappas, Chris [D-NH-1]	Rep. Salinas, Andrea [D-OR-6]	1
8125	Rep. Pappas, Chris [D-NH-1]	Rep. Schrier, Kim [D-WA-8]	1
8126	Rep. Pappas, Chris [D-NH-1]	Rep. Sherrill, Mikie [D-NJ-11]	1
8127	Rep. Pappas, Chris [D-NH-1]	Rep. Yakym, Rudy [R-IN-2]	1
8128	Rep. Payne, Donald M., Jr. [D-NJ-10]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
8129	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Adams, Alma S. [D-NC-12]	1
8130	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Allred, Colin Z. [D-TX-32]	1
8131	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Bacon, Don [R-NE-2]	1
8132	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Barr, Andy [R-KY-6]	1
8133	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Beatty, Joyce [D-OH-3]	1
8134	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Bergman, Jack [R-MI-1]	1
8135	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Bilirakis, Gus M. [R-FL-12]	1
8136	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Bishop, Sanford D., Jr. [D-GA-2]	1
8137	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Blunt Rochester, Lisa [D-DE-At Large]	1
8138	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Brownley, Julia [D-CA-26]	1
8139	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Bush, Cori [D-MO-1]	1
8140	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Carson, Andre [D-IN-7]	1
8141	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Carter, Troy [D-LA-2]	1
8142	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Castro, Joaquin [D-TX-20]	1
8143	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]	1
8144	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Clarke, Yvette D. [D-NY-9]	1
8145	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Cleaver, Emanuel [D-MO-5]	1
8146	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Craig, Angie [D-MN-2]	1
8147	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Crockett, Jasmine [D-TX-30]	1
8148	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Cuellar, Henry [D-TX-28]	1
8149	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Cárdenas, Tony [D-CA-29]	1
8150	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Davids, Sharice [D-KS-3]	1
8151	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Davis, Danny K. [D-IL-7]	1
8152	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Davis, Donald G. [D-NC-1]	1
8153	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. De La Cruz, Monica [R-TX-15]	1
8154	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Doggett, Lloyd [D-TX-37]	1
8155	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
8156	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Gallego, Ruben [D-AZ-3]	1
8157	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Gottheimer, Josh [D-NJ-5]	1
8158	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Grijalva, Raúl M. [D-AZ-7]	1
8159	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Harder, Josh [D-CA-9]	1
8160	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Himes, James A. [D-CT-4]	1
8161	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Jackson Lee, Sheila [D-TX-18]	1
8162	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Jackson, Jonathan L. [D-IL-1]	1
8163	Rep. Payne, Donald M., Jr. [D-NJ-10]	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	1
8164	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Kamlager-Dove, Sydney [D-CA-37]	1
8165	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Kean, Thomas H. [R-NJ-7]	1
8166	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Kelly, Robin L. [D-IL-2]	1
8167	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Kuster, Ann M. [D-NH-2]	1
8168	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Landsman, Greg [D-OH-1]	1
8169	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Lee, Summer L. [D-PA-12]	1
8170	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Matsui, Doris O. [D-CA-7]	1
8171	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. McCollum, Betty [D-MN-4]	1
8172	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Meeks, Gregory W. [D-NY-5]	1
8173	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Meuser, Daniel [R-PA-9]	1
8174	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Mfume, Kweisi [D-MD-7]	1
8175	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Nadler, Jerrold [D-NY-12]	1
8176	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Neguse, Joe [D-CO-2]	1
8177	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Pascrell, Bill [D-NJ-9]	1
8178	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Phillips, Dean [D-MN-3]	1
8179	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Porter, Katie [D-CA-47]	1
8180	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Ross, Deborah K. [D-NC-2]	1
8181	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Sessions, Pete [R-TX-17]	1
8182	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Sewell, Terri A. [D-AL-7]	1
8183	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Smith, Christopher H. [R-NJ-4]	1
8184	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Stanton, Greg [D-AZ-4]	1
8185	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Strong, Dale W. [R-AL-5]	1
8186	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Sykes, Emilia Strong [D-OH-13]	1
8187	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Takano, Mark [D-CA-39]	1
8188	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Thompson, Bennie G. [D-MS-2]	1
8189	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Trahan, Lori [D-MA-3]	1
8190	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Van Drew, Jefferson [R-NJ-2]	1
8191	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Vargas, Juan [D-CA-52]	1
8192	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Veasey, Marc A. [D-TX-33]	1
8193	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Velazquez, Nydia M. [D-NY-7]	1
8194	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Watson Coleman, Bonnie [D-NJ-12]	1
8195	Rep. Payne, Donald M., Jr. [D-NJ-10]	Rep. Westerman, Bruce [R-AR-4]	1
8196	Rep. Peltola, Mary Sattler [D-AK-At Large]	Rep. Huffman, Jared [D-CA-2]	1
8197	Rep. Peltola, Mary Sattler [D-AK-At Large]	Rep. Rouzer, David [R-NC-7]	1
8198	Rep. Peltola, Mary Sattler [D-AK-At Large]	Rep. Stauber, Pete [R-MN-8]	1
8199	Rep. Pence, Greg [R-IN-6]	Rep. Lee, Susie [D-NV-3]	1
8200	Rep. Pence, Greg [R-IN-6]	Rep. Schrier, Kim [D-WA-8]	1
8201	Rep. Perez, Marie Gluesenkamp [D-WA-3]	Rep. DeGette, Diana [D-CO-1]	1
8202	Rep. Perez, Marie Gluesenkamp [D-WA-3]	Rep. Duncan, Jeff [R-SC-3]	1
8203	Rep. Perry, Scott [R-PA-10]	Rep. Babin, Brian [R-TX-36]	1
8204	Rep. Perry, Scott [R-PA-10]	Rep. Biggs, Andy [R-AZ-5]	1
8205	Rep. Perry, Scott [R-PA-10]	Rep. Bilirakis, Gus M. [R-FL-12]	1
8206	Rep. Perry, Scott [R-PA-10]	Rep. Burchett, Tim [R-TN-2]	1
8207	Rep. Perry, Scott [R-PA-10]	Rep. Burlison, Eric [R-MO-7]	1
8208	Rep. Perry, Scott [R-PA-10]	Rep. Crane, Elijah [R-AZ-2]	2
8209	Rep. Perry, Scott [R-PA-10]	Rep. Curtis, John R. [R-UT-3]	1
8210	Rep. Perry, Scott [R-PA-10]	Rep. Fallon, Pat [R-TX-4]	1
8211	Rep. Perry, Scott [R-PA-10]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
8212	Rep. Perry, Scott [R-PA-10]	Rep. Good, Bob [R-VA-5]	2
8213	Rep. Perry, Scott [R-PA-10]	Rep. Gooden, Lance [R-TX-5]	1
8214	Rep. Perry, Scott [R-PA-10]	Rep. Gosar, Paul A. [R-AZ-9]	1
8215	Rep. Perry, Scott [R-PA-10]	Rep. Lawler, Michael [R-NY-17]	1
8216	Rep. Perry, Scott [R-PA-10]	Rep. Luetkemeyer, Blaine [R-MO-3]	1
8217	Rep. Perry, Scott [R-PA-10]	Rep. Mooney, Alexander X. [R-WV-2]	1
8218	Rep. Perry, Scott [R-PA-10]	Rep. Murphy, Gregory F. [R-NC-3]	1
8219	Rep. Perry, Scott [R-PA-10]	Rep. Ogles, Andrew [R-TN-5]	3
8220	Rep. Perry, Scott [R-PA-10]	Rep. Owens, Burgess [R-UT-4]	1
8221	Rep. Perry, Scott [R-PA-10]	Rep. Ryan, Patrick [D-NY-18]	1
8222	Rep. Perry, Scott [R-PA-10]	Rep. Salazar, Maria Elvira [R-FL-27]	1
8223	Rep. Perry, Scott [R-PA-10]	Rep. Santos, George [R-NY-3]	1
8224	Rep. Perry, Scott [R-PA-10]	Rep. Sessions, Pete [R-TX-17]	1
8225	Rep. Perry, Scott [R-PA-10]	Rep. Thompson, Glenn [R-PA-15]	1
8226	Rep. Perry, Scott [R-PA-10]	Rep. Tiffany, Thomas P. [R-WI-7]	1
8227	Rep. Peters, Scott H. [D-CA-50]	Rep. Curtis, John R. [R-UT-3]	1
8228	Rep. Peters, Scott H. [D-CA-50]	Rep. Eshoo, Anna G. [D-CA-16]	1
8229	Rep. Peters, Scott H. [D-CA-50]	Rep. Gallagher, Mike [R-WI-8]	1
8230	Rep. Peters, Scott H. [D-CA-50]	Rep. Garbarino, Andrew R. [R-NY-2]	1
8231	Rep. Peters, Scott H. [D-CA-50]	Rep. Houlahan, Chrissy [D-PA-6]	1
8232	Rep. Peters, Scott H. [D-CA-50]	Rep. Pfluger, August [R-TX-11]	1
8233	Rep. Pettersen, Brittany [D-CO-7]	Rep. Bonamici, Suzanne [D-OR-1]	1
8234	Rep. Pettersen, Brittany [D-CO-7]	Rep. Carbajal, Salud O. [D-CA-24]	1
8235	Rep. Pettersen, Brittany [D-CO-7]	Rep. Costa, Jim [D-CA-21]	1
8236	Rep. Pettersen, Brittany [D-CO-7]	Rep. Duarte, John S. [R-CA-13]	1
8237	Rep. Pettersen, Brittany [D-CO-7]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
8238	Rep. Pettersen, Brittany [D-CO-7]	Rep. Gallego, Ruben [D-AZ-3]	1
8239	Rep. Pettersen, Brittany [D-CO-7]	Rep. Lawler, Michael [R-NY-17]	1
8240	Rep. Pettersen, Brittany [D-CO-7]	Rep. Mace, Nancy [R-SC-1]	1
8241	Rep. Pettersen, Brittany [D-CO-7]	Rep. Molinaro, Marcus J. [R-NY-19]	1
8242	Rep. Pettersen, Brittany [D-CO-7]	Rep. Moskowitz, Jared [D-FL-23]	1
8243	Rep. Pettersen, Brittany [D-CO-7]	Rep. Neguse, Joe [D-CO-2]	1
8244	Rep. Pettersen, Brittany [D-CO-7]	Rep. Peltola, Mary Sattler [D-AK-At Large]	1
8245	Rep. Pettersen, Brittany [D-CO-7]	Rep. Schrier, Kim [D-WA-8]	1
8246	Rep. Pettersen, Brittany [D-CO-7]	Rep. Stansbury, Melanie Ann [D-NM-1]	1
8247	Rep. Pettersen, Brittany [D-CO-7]	Rep. Stanton, Greg [D-AZ-4]	1
8248	Rep. Pettersen, Brittany [D-CO-7]	Rep. Valadao, David G. [R-CA-22]	1
8249	Rep. Pfluger, August [R-TX-11]	Del. Moylan, James C. [R-GU-At Large]	1
8250	Rep. Pfluger, August [R-TX-11]	Rep. Bacon, Don [R-NE-2]	1
8251	Rep. Pfluger, August [R-TX-11]	Rep. Baird, James R. [R-IN-4]	1
8252	Rep. Pfluger, August [R-TX-11]	Rep. Crenshaw, Dan [R-TX-2]	1
8253	Rep. Pfluger, August [R-TX-11]	Rep. D'Esposito, Anthony [R-NY-4]	1
8254	Rep. Pfluger, August [R-TX-11]	Rep. Gimenez, Carlos A. [R-FL-28]	1
8255	Rep. Pfluger, August [R-TX-11]	Rep. Guest, Michael [R-MS-3]	1
8256	Rep. Pfluger, August [R-TX-11]	Rep. Guthrie, Brett [R-KY-2]	1
8257	Rep. Pfluger, August [R-TX-11]	Rep. Hill, J. French [R-AR-2]	1
8258	Rep. Pfluger, August [R-TX-11]	Rep. Lamborn, Doug [R-CO-5]	1
8259	Rep. Pfluger, August [R-TX-11]	Rep. Lesko, Debbie [R-AZ-8]	1
8260	Rep. Pfluger, August [R-TX-11]	Rep. Mills, Cory [R-FL-7]	1
8261	Rep. Pfluger, August [R-TX-11]	Rep. Soto, Darren [D-FL-9]	1
8262	Rep. Pfluger, August [R-TX-11]	Rep. Steel, Michelle [R-CA-45]	1
8263	Rep. Phillips, Dean [D-MN-3]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
8264	Rep. Phillips, Dean [D-MN-3]	Rep. Castro, Joaquin [D-TX-20]	1
8265	Rep. Phillips, Dean [D-MN-3]	Rep. Green, Mark E. [R-TN-7]	1
8266	Rep. Phillips, Dean [D-MN-3]	Rep. Salazar, Maria Elvira [R-FL-27]	1
8267	Rep. Phillips, Dean [D-MN-3]	Rep. Sánchez, Linda T. [D-CA-38]	1
8268	Rep. Phillips, Dean [D-MN-3]	Rep. Titus, Dina [D-NV-1]	1
8269	Rep. Pingree, Chellie [D-ME-1]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
8270	Rep. Pingree, Chellie [D-ME-1]	Del. Sablan, Gregorio Kilili Camacho [D-MP-At Large]	1
8271	Rep. Pingree, Chellie [D-ME-1]	Rep. Adams, Alma S. [D-NC-12]	1
8272	Rep. Pingree, Chellie [D-ME-1]	Rep. Blumenauer, Earl [D-OR-3]	1
8273	Rep. Pingree, Chellie [D-ME-1]	Rep. Blunt Rochester, Lisa [D-DE-At Large]	1
8274	Rep. Pingree, Chellie [D-ME-1]	Rep. Brown, Shontel M. [D-OH-11]	1
8275	Rep. Pingree, Chellie [D-ME-1]	Rep. Brownley, Julia [D-CA-26]	1
8276	Rep. Pingree, Chellie [D-ME-1]	Rep. Caraveo, Yadira [D-CO-8]	1
8277	Rep. Pingree, Chellie [D-ME-1]	"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]"	1
8278	Rep. Pingree, Chellie [D-ME-1]	Rep. Casten, Sean [D-IL-6]	2
8279	Rep. Pingree, Chellie [D-ME-1]	Rep. Costa, Jim [D-CA-21]	2
8280	Rep. Pingree, Chellie [D-ME-1]	Rep. Courtney, Joe [D-CT-2]	1
8281	Rep. Pingree, Chellie [D-ME-1]	Rep. Craig, Angie [D-MN-2]	1
8282	Rep. Pingree, Chellie [D-ME-1]	Rep. Crockett, Jasmine [D-TX-30]	1
8283	Rep. Pingree, Chellie [D-ME-1]	Rep. Davis, Donald G. [D-NC-1]	1
8284	Rep. Pingree, Chellie [D-ME-1]	Rep. DeSaulnier, Mark [D-CA-10]	1
8285	Rep. Pingree, Chellie [D-ME-1]	Rep. Deluzio, Christopher R. [D-PA-17]	1
8286	Rep. Pingree, Chellie [D-ME-1]	Rep. Fitzpatrick, Brian K. [R-PA-1]	2
8287	Rep. Pingree, Chellie [D-ME-1]	Rep. Frankel, Lois [D-FL-22]	1
8288	Rep. Pingree, Chellie [D-ME-1]	Rep. Gallagher, Mike [R-WI-8]	1
8289	Rep. Pingree, Chellie [D-ME-1]	Rep. Gottheimer, Josh [D-NJ-5]	1
8290	Rep. Pingree, Chellie [D-ME-1]	Rep. Harder, Josh [D-CA-9]	1
8291	Rep. Pingree, Chellie [D-ME-1]	Rep. Hayes, Jahana [D-CT-5]	2
8292	Rep. Pingree, Chellie [D-ME-1]	Rep. Jackson Lee, Sheila [D-TX-18]	1
8293	Rep. Pingree, Chellie [D-ME-1]	Rep. Kamlager-Dove, Sydney [D-CA-37]	1
8294	Rep. Pingree, Chellie [D-ME-1]	Rep. Kilmer, Derek [D-WA-6]	1
8295	Rep. Pingree, Chellie [D-ME-1]	Rep. Kim, Andy [D-NJ-3]	1
8296	Rep. Pingree, Chellie [D-ME-1]	Rep. Kuster, Ann M. [D-NH-2]	1
8297	Rep. Pingree, Chellie [D-ME-1]	Rep. Lawler, Michael [R-NY-17]	2
8298	Rep. Pingree, Chellie [D-ME-1]	Rep. Levin, Mike [D-CA-49]	1
8299	Rep. Pingree, Chellie [D-ME-1]	Rep. Lynch, Stephen F. [D-MA-8]	1
8300	Rep. Pingree, Chellie [D-ME-1]	Rep. Manning, Kathy E. [D-NC-6]	1
8301	Rep. Pingree, Chellie [D-ME-1]	Rep. Matsui, Doris O. [D-CA-7]	1
8302	Rep. Pingree, Chellie [D-ME-1]	Rep. McCollum, Betty [D-MN-4]	1
8303	Rep. Pingree, Chellie [D-ME-1]	Rep. McGarvey, Morgan [D-KY-3]	1
8304	Rep. Pingree, Chellie [D-ME-1]	Rep. McGovern, James P. [D-MA-2]	2
8305	Rep. Pingree, Chellie [D-ME-1]	Rep. Molinaro, Marcus J. [R-NY-19]	2
8306	Rep. Pingree, Chellie [D-ME-1]	Rep. Newhouse, Dan [R-WA-4]	1
8307	Rep. Pingree, Chellie [D-ME-1]	Rep. Nickel, Wiley [D-NC-13]	1
8308	Rep. Pingree, Chellie [D-ME-1]	Rep. Panetta, Jimmy [D-CA-19]	1
8309	Rep. Pingree, Chellie [D-ME-1]	Rep. Pappas, Chris [D-NH-1]	1
8310	Rep. Pingree, Chellie [D-ME-1]	Rep. Perez, Marie Gluesenkamp [D-WA-3]	2
8311	Rep. Pingree, Chellie [D-ME-1]	Rep. Phillips, Dean [D-MN-3]	1
8312	Rep. Pingree, Chellie [D-ME-1]	Rep. Pocan, Mark [D-WI-2]	1
8313	Rep. Pingree, Chellie [D-ME-1]	Rep. Porter, Katie [D-CA-47]	1
8314	Rep. Pingree, Chellie [D-ME-1]	Rep. Raskin, Jamie [D-MD-8]	1
8315	Rep. Pingree, Chellie [D-ME-1]	Rep. Rose, John W. [R-TN-6]	1
8316	Rep. Pingree, Chellie [D-ME-1]	Rep. Rouzer, David [R-NC-7]	1
8317	Rep. Pingree, Chellie [D-ME-1]	Rep. Ruppersberger, C. A. Dutch [D-MD-2]	1
8318	Rep. Pingree, Chellie [D-ME-1]	Rep. Salinas, Andrea [D-OR-6]	3
8319	Rep. Pingree, Chellie [D-ME-1]	Rep. Schakowsky, Janice D. [D-IL-9]	1
8320	Rep. Pingree, Chellie [D-ME-1]	Rep. Schiff, Adam B. [D-CA-30]	1
8321	Rep. Pingree, Chellie [D-ME-1]	"Rep. Scott, Robert C. ""Bobby"" [D-VA-3]"	1
8322	Rep. Pingree, Chellie [D-ME-1]	Rep. Sherrill, Mikie [D-NJ-11]	1
8323	Rep. Pingree, Chellie [D-ME-1]	Rep. Slotkin, Elissa [D-MI-7]	1
8324	Rep. Pingree, Chellie [D-ME-1]	Rep. Sorensen, Eric [D-IL-17]	2
