	sponsor	cosponsor
2796	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]
2797	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]
2798	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]
2799	Rep. Spanberger, Abigail Davis [D-VA-7]	Rep. Flood, Mike [R-NE-1]
2800	Rep. Spanberger, Abigail Davis [D-VA-7]	Rep. Slotkin, Elissa [D-MI-7]
2801	Rep. McClintock, Tom [R-CA-5]	Rep. Duarte, John S. [R-CA-13]
2802	Rep. McClintock, Tom [R-CA-5]	Rep. Panetta, Jimmy [D-CA-19]
2803	Rep. McClintock, Tom [R-CA-5]	Rep. Napolitano, Grace F. [D-CA-31]
2804	Rep. McClintock, Tom [R-CA-5]	Rep. Kiley, Kevin [R-CA-3]
2805	Rep. McClintock, Tom [R-CA-5]	Rep. Peters, Scott H. [D-CA-50]
2806	Rep. McClintock, Tom [R-CA-5]	Rep. Brownley, Julia [D-CA-26]
2807	Rep. McClintock, Tom [R-CA-5]	Rep. Garcia, Robert [D-CA-42]
2808	Rep. McClintock, Tom [R-CA-5]	Rep. LaMalfa, Doug [R-CA-1]
2809	Rep. McClintock, Tom [R-CA-5]	Rep. Chu, Judy [D-CA-28]
2810	Rep. McClintock, Tom [R-CA-5]	Rep. Calvert, Ken [R-CA-41]
2811	Rep. McClintock, Tom [R-CA-5]	Rep. Aguilar, Pete [D-CA-33]
2812	Rep. McClintock, Tom [R-CA-5]	Rep. Porter, Katie [D-CA-47]
2813	Rep. McClintock, Tom [R-CA-5]	Rep. Valadao, David G. [R-CA-22]
2814	Rep. McClintock, Tom [R-CA-5]	Rep. Levin, Mike [D-CA-49]
2815	Rep. McClintock, Tom [R-CA-5]	Rep. Sherman, Brad [D-CA-32]
2816	Rep. McClintock, Tom [R-CA-5]	Rep. Sánchez, Linda T. [D-CA-38]
2817	Rep. McClintock, Tom [R-CA-5]	Rep. Torres, Norma J. [D-CA-35]
2818	Rep. McClintock, Tom [R-CA-5]	Rep. Schiff, Adam B. [D-CA-30]
2819	Rep. McClintock, Tom [R-CA-5]	Rep. Carbajal, Salud O. [D-CA-24]
2820	Rep. McClintock, Tom [R-CA-5]	Rep. Takano, Mark [D-CA-39]
2821	Rep. McClintock, Tom [R-CA-5]	Rep. Lofgren, Zoe [D-CA-18]
2822	Rep. McClintock, Tom [R-CA-5]	Rep. Mullin, Kevin [D-CA-15]
2823	Rep. McClintock, Tom [R-CA-5]	Rep. Correa, J. Luis [D-CA-46]
2824	Rep. McClintock, Tom [R-CA-5]	Rep. Obernolte, Jay [R-CA-23]
2825	Rep. McClintock, Tom [R-CA-5]	Rep. Kim, Young [R-CA-40]
2826	Rep. McClintock, Tom [R-CA-5]	Rep. Lieu, Ted [D-CA-36]
2827	Rep. McClintock, Tom [R-CA-5]	Rep. Thompson, Mike [D-CA-4]
2828	Rep. McClintock, Tom [R-CA-5]	Rep. Matsui, Doris O. [D-CA-7]
2829	Rep. McClintock, Tom [R-CA-5]	Rep. DeSaulnier, Mark [D-CA-10]
2830	Rep. McClintock, Tom [R-CA-5]	Rep. Waters, Maxine [D-CA-43]
2831	Rep. McClintock, Tom [R-CA-5]	Rep. Issa, Darrell E. [R-CA-48]
2832	Rep. McClintock, Tom [R-CA-5]	Rep. Garcia, Mike [R-CA-27]
2833	Rep. McClintock, Tom [R-CA-5]	Rep. Eshoo, Anna G. [D-CA-16]
2834	Rep. McClintock, Tom [R-CA-5]	Rep. Bera, Ami [D-CA-6]
2835	Rep. McClintock, Tom [R-CA-5]	Rep. Vargas, Juan [D-CA-52]
2836	Rep. McClintock, Tom [R-CA-5]	Rep. Pelosi, Nancy [D-CA-11]
2837	Rep. McClintock, Tom [R-CA-5]	Rep. Steel, Michelle [R-CA-45]
2838	Rep. McClintock, Tom [R-CA-5]	Rep. Huffman, Jared [D-CA-2]
2839	Rep. McClintock, Tom [R-CA-5]	Rep. Costa, Jim [D-CA-21]
2840	Rep. McClintock, Tom [R-CA-5]	Rep. Barragan, Nanette Diaz [D-CA-44]
2841	Rep. McClintock, Tom [R-CA-5]	Rep. Jacobs, Sara [D-CA-51]
2842	Rep. McClintock, Tom [R-CA-5]	Rep. Cárdenas, Tony [D-CA-29]
2843	Rep. McClintock, Tom [R-CA-5]	Rep. Ruiz, Raul [D-CA-25]
2844	Rep. McClintock, Tom [R-CA-5]	Rep. Harder, Josh [D-CA-9]
2845	Rep. McClintock, Tom [R-CA-5]	Rep. McCarthy, Kevin [R-CA-20]
2846	Rep. McClintock, Tom [R-CA-5]	Rep. Kamlager-Dove, Sydney [D-CA-37]
2847	Rep. McClintock, Tom [R-CA-5]	Rep. Khanna, Ro [D-CA-17]
2848	Rep. McClintock, Tom [R-CA-5]	Rep. Swalwell, Eric [D-CA-14]
2849	Rep. McClintock, Tom [R-CA-5]	Rep. Garamendi, John [D-CA-8]
2850	Rep. McClintock, Tom [R-CA-5]	Rep. Gomez, Jimmy [D-CA-34]
2851	Rep. McClintock, Tom [R-CA-5]	Rep. Lee, Barbara [D-CA-12]
2852	Rep. Newhouse, Dan [R-WA-4]	Rep. Rouzer, David [R-NC-7]
2853	Rep. Newhouse, Dan [R-WA-4]	Rep. Miller-Meeks, Mariannette [R-IA-1]
2854	Rep. Newhouse, Dan [R-WA-4]	Rep. Fitzpatrick, Brian K. [R-PA-1]
2855	Rep. Newhouse, Dan [R-WA-4]	Rep. Reschenthaler, Guy [R-PA-14]
2856	Rep. Newhouse, Dan [R-WA-4]	Rep. Bergman, Jack [R-MI-1]
2857	Rep. Newhouse, Dan [R-WA-4]	Rep. Johnson, Dusty [R-SD-At Large]
2858	Rep. Newhouse, Dan [R-WA-4]	Rep. Salazar, Maria Elvira [R-FL-27]
2859	Rep. Newhouse, Dan [R-WA-4]	Rep. Moolenaar, John R. [R-MI-2]
2860	Rep. Newhouse, Dan [R-WA-4]	Rep. Amodei, Mark E. [R-NV-2]
2861	Rep. Newhouse, Dan [R-WA-4]	Rep. Bost, Mike [R-IL-12]
2862	Rep. Newhouse, Dan [R-WA-4]	Rep. Guest, Michael [R-MS-3]
2863	Rep. Newhouse, Dan [R-WA-4]	Rep. Franklin, C. Scott [R-FL-18]
2864	Rep. Newhouse, Dan [R-WA-4]	Rep. Flood, Mike [R-NE-1]
2865	Rep. Newhouse, Dan [R-WA-4]	Rep. Feenstra, Randy [R-IA-4]
2866	Rep. Newhouse, Dan [R-WA-4]	Rep. LaMalfa, Doug [R-CA-1]
2867	Rep. Newhouse, Dan [R-WA-4]	Rep. McMorris Rodgers, Cathy [R-WA-5]
2868	Rep. Newhouse, Dan [R-WA-4]	Rep. Stauber, Pete [R-MN-8]
2869	Rep. Newhouse, Dan [R-WA-4]	Rep. Boebert, Lauren [R-CO-3]
2870	Rep. Newhouse, Dan [R-WA-4]	Rep. Walberg, Tim [R-MI-5]
2871	Rep. Newhouse, Dan [R-WA-4]	Rep. Westerman, Bruce [R-AR-4]
2872	Rep. Newhouse, Dan [R-WA-4]	Rep. Valadao, David G. [R-CA-22]
2873	Rep. Newhouse, Dan [R-WA-4]	Rep. Johnson, Bill [R-OH-6]
2874	Rep. Newhouse, Dan [R-WA-4]	Rep. Armstrong, Kelly [R-ND-At Large]
2875	Rep. Newhouse, Dan [R-WA-4]	Rep. Gimenez, Carlos A. [R-FL-28]
2876	Rep. Newhouse, Dan [R-WA-4]	Rep. Latta, Robert E. [R-OH-5]
2877	Rep. Newhouse, Dan [R-WA-4]	Rep. Gaetz, Matt [R-FL-1]
2878	Rep. Newhouse, Dan [R-WA-4]	Rep. Letlow, Julia [R-LA-5]
2879	Rep. Newhouse, Dan [R-WA-4]	Rep. Nunn, Zachary [R-IA-3]
2880	Rep. Newhouse, Dan [R-WA-4]	Rep. Yakym, Rudy [R-IN-2]
2881	Rep. Newhouse, Dan [R-WA-4]	Rep. Ellzey, Jake [R-TX-6]
2882	Rep. Newhouse, Dan [R-WA-4]	Rep. Rutherford, John H. [R-FL-5]
2883	Rep. Newhouse, Dan [R-WA-4]	Rep. Moore, Blake D. [R-UT-1]
2884	Rep. Newhouse, Dan [R-WA-4]	Rep. Smith, Christopher H. [R-NJ-4]
2885	Rep. Newhouse, Dan [R-WA-4]	Rep. Tenney, Claudia [R-NY-24]
2886	Rep. Newhouse, Dan [R-WA-4]	Rep. Zinke, Ryan K. [R-MT-1]
2887	Rep. Newhouse, Dan [R-WA-4]	Rep. Hinson, Ashley [R-IA-2]
2888	Rep. Newhouse, Dan [R-WA-4]	Rep. Smith, Adrian [R-NE-3]
2889	Rep. Newhouse, Dan [R-WA-4]	Rep. Stewart, Chris [R-UT-2]
2890	Rep. Newhouse, Dan [R-WA-4]	Rep. Moore, Barry [R-AL-2]
2891	Rep. Newhouse, Dan [R-WA-4]	Rep. Cammack, Kat [R-FL-3]
2892	Rep. Newhouse, Dan [R-WA-4]	Rep. Jackson, Ronny [R-TX-13]
2893	Rep. Newhouse, Dan [R-WA-4]	Rep. Murphy, Gregory F. [R-NC-3]
2894	Rep. Newhouse, Dan [R-WA-4]	Rep. Baird, James R. [R-IN-4]
2895	Rep. Newhouse, Dan [R-WA-4]	Rep. McClain, Lisa C. [R-MI-9]
2896	Rep. Newhouse, Dan [R-WA-4]	Rep. Norman, Ralph [R-SC-5]
2897	Rep. Newhouse, Dan [R-WA-4]	Rep. Wittman, Robert J. [R-VA-1]
2898	Rep. Newhouse, Dan [R-WA-4]	Rep. Scott, Austin [R-GA-8]
2899	Rep. Newhouse, Dan [R-WA-4]	Rep. Fischbach, Michelle [R-MN-7]
2900	Rep. Newhouse, Dan [R-WA-4]	Rep. Arrington, Jodey C. [R-TX-19]
2901	Rep. Newhouse, Dan [R-WA-4]	Rep. Carl, Jerry L. [R-AL-1]
2902	Rep. Newhouse, Dan [R-WA-4]	Rep. Mace, Nancy [R-SC-1]
2903	Rep. Newhouse, Dan [R-WA-4]	Rep. Duncan, Jeff [R-SC-3]
2904	Rep. Newhouse, Dan [R-WA-4]	Rep. Burchett, Tim [R-TN-2]
2905	Rep. Newhouse, Dan [R-WA-4]	Rep. Bilirakis, Gus M. [R-FL-12]
2906	Rep. Newhouse, Dan [R-WA-4]	Rep. Balderson, Troy [R-OH-12]
2907	Rep. Newhouse, Dan [R-WA-4]	Rep. Houchin, Erin [R-IN-9]
2908	Rep. Newhouse, Dan [R-WA-4]	Rep. Buck, Ken [R-CO-4]
2909	Rep. Newhouse, Dan [R-WA-4]	Rep. Smith, Jason [R-MO-8]
2910	Rep. Newhouse, Dan [R-WA-4]	Rep. Garcia, Mike [R-CA-27]
2911	Rep. Newhouse, Dan [R-WA-4]	Rep. Hageman, Harriet M. [R-WY-At Large]
2912	Rep. Newhouse, Dan [R-WA-4]	Rep. Dunn, Neal P. [R-FL-2]
2913	Rep. Newhouse, Dan [R-WA-4]	Rep. Lamborn, Doug [R-CO-5]
2914	Rep. Newhouse, Dan [R-WA-4]	Rep. Hern, Kevin [R-OK-1]
2915	Rep. Newhouse, Dan [R-WA-4]	Rep. Malliotakis, Nicole [R-NY-11]
2916	Rep. Newhouse, Dan [R-WA-4]	Rep. Weber, Randy K., Sr. [R-TX-14]
2917	Rep. Newhouse, Dan [R-WA-4]	Rep. Miller, Mary E. [R-IL-15]
2918	Rep. Newhouse, Dan [R-WA-4]	Rep. Ezell, Mike [R-MS-4]
2919	Rep. Newhouse, Dan [R-WA-4]	Rep. Santos, George [R-NY-3]
2920	Rep. Newhouse, Dan [R-WA-4]	Rep. Donalds, Byron [R-FL-19]
2921	Rep. Newhouse, Dan [R-WA-4]	Rep. Bacon, Don [R-NE-2]
2922	Rep. Newhouse, Dan [R-WA-4]	Rep. Langworthy, Nicholas A. [R-NY-23]
2923	Rep. Newhouse, Dan [R-WA-4]	Rep. Lawler, Michael [R-NY-17]
2924	Rep. Newhouse, Dan [R-WA-4]	Rep. Joyce, John [R-PA-13]
2925	Rep. Newhouse, Dan [R-WA-4]	Rep. Mast, Brian J. [R-FL-21]
2926	Rep. Newhouse, Dan [R-WA-4]	Rep. De La Cruz, Monica [R-TX-15]
2927	Rep. Newhouse, Dan [R-WA-4]	Rep. Curtis, John R. [R-UT-3]
2928	Rep. Newhouse, Dan [R-WA-4]	Rep. Alford, Mark [R-MO-4]
2929	Rep. Newhouse, Dan [R-WA-4]	Rep. Posey, Bill [R-FL-8]
2930	Rep. Newhouse, Dan [R-WA-4]	Rep. Huizenga, Bill [R-MI-4]
2931	Rep. Newhouse, Dan [R-WA-4]	Rep. LaHood, Darin [R-IL-16]
2932	Rep. Newhouse, Dan [R-WA-4]	Rep. Cline, Ben [R-VA-6]
2933	Rep. Newhouse, Dan [R-WA-4]	Rep. Timmons, William R. IV [R-SC-4]
2934	Rep. Newhouse, Dan [R-WA-4]	Rep. Foxx, Virginia [R-NC-5]
2935	Rep. Newhouse, Dan [R-WA-4]	Rep. Cole, Tom [R-OK-4]
2936	Rep. Newhouse, Dan [R-WA-4]	Rep. Van Drew, Jefferson [R-NJ-2]
2937	Rep. Newhouse, Dan [R-WA-4]	Rep. Kim, Young [R-CA-40]
2938	Rep. Newhouse, Dan [R-WA-4]	Rep. Luna, Anna Paulina [R-FL-13]
2939	Rep. Crane, Elijah [R-AZ-2]	Rep. Rosendale, Matthew M. [R-MT-2]
2940	Rep. Crane, Elijah [R-AZ-2]	Rep. Gosar, Paul A. [R-AZ-9]
2941	Rep. Crane, Elijah [R-AZ-2]	Rep. Van Orden, Derrick [R-WI-3]
2942	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Pallone, Frank, Jr. [D-NJ-6]
2943	Rep. McMorris Rodgers, Cathy [R-WA-5]	"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]"
2944	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Bilirakis, Gus M. [R-FL-12]
2945	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Bucshon, Larry [R-IN-8]
2946	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Guthrie, Brett [R-KY-2]
2947	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Buchanan, Vern [R-FL-16]
2948	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Balderson, Troy [R-OH-12]
2949	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Joyce, John [R-PA-13]
2950	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Allen, Rick W. [R-GA-12]
2951	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Johnson, Bill [R-OH-6]
2952	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Dunn, Neal P. [R-FL-2]
2953	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Hudson, Richard [R-NC-9]
2954	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Cammack, Kat [R-FL-3]
2955	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Bice, Stephanie I. [R-OK-5]
2956	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Barragan, Nanette Diaz [D-CA-44]
2957	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Kuster, Ann M. [D-NH-2]
2958	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Sarbanes, John P. [D-MD-3]
2959	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Craig, Angie [D-MN-2]
2960	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Harshbarger, Diana [R-TN-1]
2961	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Latta, Robert E. [R-OH-5]
2962	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Obernolte, Jay [R-CA-23]
2963	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Higgins, Clay [R-LA-3]
2964	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Duncan, Jeff [R-SC-3]
2965	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. LaTurner, Jake [R-KS-2]
2966	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Peters, Scott H. [D-CA-50]
2967	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Schakowsky, Janice D. [D-IL-9]
2968	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Miller-Meeks, Mariannette [R-IA-1]
2969	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Lesko, Debbie [R-AZ-8]
2970	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Crenshaw, Dan [R-TX-2]
2971	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Curtis, John R. [R-UT-3]
2972	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Smith, Christopher H. [R-NJ-4]
2973	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. James, John [R-MI-10]
2974	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Moore, Barry [R-AL-2]
2975	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Stefanik, Elise M. [R-NY-21]
2976	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]
2977	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Moolenaar, John R. [R-MI-2]
2978	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. De La Cruz, Monica [R-TX-15]
2979	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Matsui, Doris O. [D-CA-7]
2980	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Van Duyne, Beth [R-TX-24]
2981	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Fallon, Pat [R-TX-4]
2982	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Babin, Brian [R-TX-36]
2983	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Bergman, Jack [R-MI-1]
2984	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Caraveo, Yadira [D-CO-8]
2985	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Mills, Cory [R-FL-7]
2986	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Lee, Susie [D-NV-3]
2987	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Westerman, Bruce [R-AR-4]
2988	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Schiff, Adam B. [D-CA-30]
2989	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Spartz, Victoria [R-IN-5]
2990	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Baird, James R. [R-IN-4]
2991	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Clarke, Yvette D. [D-NY-9]
2992	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Davis, Donald G. [D-NC-1]
2993	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Armstrong, Kelly [R-ND-At Large]
2994	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Vasquez, Gabe [D-NM-2]
2995	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Gimenez, Carlos A. [R-FL-28]
2996	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Jackson, Ronny [R-TX-13]
2997	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Ciscomani, Juan [R-AZ-6]
2998	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Blunt Rochester, Lisa [D-DE-At Large]
2999	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Soto, Darren [D-FL-9]
3000	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Kelly, Robin L. [D-IL-2]
3001	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Trahan, Lori [D-MA-3]
3002	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Dingell, Debbie [D-MI-6]
3003	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Wild, Susan [D-PA-7]
3004	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Thanedar, Shri [D-MI-13]
3005	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Gallego, Ruben [D-AZ-3]
3006	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Lieu, Ted [D-CA-36]
3007	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Veasey, Marc A. [D-TX-33]
3008	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Ruiz, Raul [D-CA-25]
3009	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Pettersen, Brittany [D-CO-7]
3010	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Cárdenas, Tony [D-CA-29]
3011	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Jackson Lee, Sheila [D-TX-18]
3012	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Fletcher, Lizzie [D-TX-7]
3013	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Deluzio, Christopher R. [D-PA-17]
3014	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Van Drew, Jefferson [R-NJ-2]
3015	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Santos, George [R-NY-3]
3016	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Salinas, Andrea [D-OR-6]
3017	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Harder, Josh [D-CA-9]
3018	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. DeGette, Diana [D-CO-1]
3019	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Schrier, Kim [D-WA-8]
3020	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Takano, Mark [D-CA-39]
3021	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Kim, Andy [D-NJ-3]
3022	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Posey, Bill [R-FL-8]
3023	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Stanton, Greg [D-AZ-4]
3024	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Tlaib, Rashida [D-MI-12]
3025	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Manning, Kathy E. [D-NC-6]
3026	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Rogers, Harold [R-KY-5]
3027	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. McCollum, Betty [D-MN-4]
3028	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. Nickel, Wiley [D-NC-13]
3029	Rep. McMorris Rodgers, Cathy [R-WA-5]	Rep. McCormick, Richard [R-GA-6]
3030	Rep. Cuellar, Henry [D-TX-28]	Rep. Moran, Nathaniel [R-TX-1]
3031	Rep. Cuellar, Henry [D-TX-28]	Rep. Fletcher, Lizzie [D-TX-7]
3032	Rep. Cuellar, Henry [D-TX-28]	Rep. Crenshaw, Dan [R-TX-2]
3033	Rep. Cuellar, Henry [D-TX-28]	Rep. Green, Al [D-TX-9]
3034	Rep. Cuellar, Henry [D-TX-28]	Rep. Self, Keith [R-TX-3]
3035	Rep. Cuellar, Henry [D-TX-28]	Rep. Escobar, Veronica [D-TX-16]
3036	Rep. Cuellar, Henry [D-TX-28]	Rep. Fallon, Pat [R-TX-4]
3037	Rep. Cuellar, Henry [D-TX-28]	Rep. Jackson Lee, Sheila [D-TX-18]
3038	Rep. Cuellar, Henry [D-TX-28]	Rep. Gooden, Lance [R-TX-5]
3039	Rep. Cuellar, Henry [D-TX-28]	Rep. Castro, Joaquin [D-TX-20]
3040	Rep. Cuellar, Henry [D-TX-28]	Rep. Ellzey, Jake [R-TX-6]
3041	Rep. Cuellar, Henry [D-TX-28]	Rep. Garcia, Sylvia R. [D-TX-29]
3042	Rep. Cuellar, Henry [D-TX-28]	Rep. Luttrell, Morgan [R-TX-8]
3043	Rep. Cuellar, Henry [D-TX-28]	Rep. Crockett, Jasmine [D-TX-30]
3044	Rep. Cuellar, Henry [D-TX-28]	Rep. McCaul, Michael T. [R-TX-10]
3045	Rep. Cuellar, Henry [D-TX-28]	Rep. Allred, Colin Z. [D-TX-32]
3046	Rep. Cuellar, Henry [D-TX-28]	Rep. Pfluger, August [R-TX-11]
3047	Rep. Cuellar, Henry [D-TX-28]	Rep. Veasey, Marc A. [D-TX-33]
3048	Rep. Cuellar, Henry [D-TX-28]	Rep. Granger, Kay [R-TX-12]
3049	Rep. Cuellar, Henry [D-TX-28]	Rep. Gonzalez, Vicente [D-TX-34]
3050	Rep. Cuellar, Henry [D-TX-28]	Rep. Jackson, Ronny [R-TX-13]
3051	Rep. Cuellar, Henry [D-TX-28]	Rep. Casar, Greg [D-TX-35]
3052	Rep. Cuellar, Henry [D-TX-28]	Rep. Weber, Randy K., Sr. [R-TX-14]
3053	Rep. Cuellar, Henry [D-TX-28]	Rep. Doggett, Lloyd [D-TX-37]
3054	Rep. Cuellar, Henry [D-TX-28]	Rep. De La Cruz, Monica [R-TX-15]
3055	Rep. Cuellar, Henry [D-TX-28]	Rep. Sessions, Pete [R-TX-17]
3056	Rep. Cuellar, Henry [D-TX-28]	Rep. Arrington, Jodey C. [R-TX-19]
3057	Rep. Cuellar, Henry [D-TX-28]	Rep. Roy, Chip [R-TX-21]
3058	Rep. Cuellar, Henry [D-TX-28]	Rep. Nehls, Troy E. [R-TX-22]
3059	Rep. Cuellar, Henry [D-TX-28]	Rep. Gonzales, Tony [R-TX-23]
3060	Rep. Cuellar, Henry [D-TX-28]	Rep. Van Duyne, Beth [R-TX-24]
3061	Rep. Cuellar, Henry [D-TX-28]	Rep. Williams, Roger [R-TX-25]
3062	Rep. Cuellar, Henry [D-TX-28]	Rep. Burgess, Michael C. [R-TX-26]
3063	Rep. Cuellar, Henry [D-TX-28]	Rep. Cloud, Michael [R-TX-27]
3064	Rep. Cuellar, Henry [D-TX-28]	Rep. Carter, John R. [R-TX-31]
3065	Rep. Cuellar, Henry [D-TX-28]	Rep. Babin, Brian [R-TX-36]
3066	Rep. Cuellar, Henry [D-TX-28]	Rep. Hunt, Wesley [R-TX-38]
3067	Rep. Underwood, Lauren [D-IL-14]	Rep. Schrier, Kim [D-WA-8]
3068	Rep. Underwood, Lauren [D-IL-14]	Rep. Porter, Katie [D-CA-47]
3069	Rep. Hageman, Harriet M. [R-WY-At Large]	Rep. Fry, Russell [R-SC-7]
3070	Rep. Hageman, Harriet M. [R-WY-At Large]	Rep. Gosar, Paul A. [R-AZ-9]
3071	Rep. Hageman, Harriet M. [R-WY-At Large]	Rep. Ogles, Andrew [R-TN-5]
3072	Rep. Hageman, Harriet M. [R-WY-At Large]	Rep. McClain, Lisa C. [R-MI-9]
3073	Rep. Hageman, Harriet M. [R-WY-At Large]	Rep. Weber, Randy K., Sr. [R-TX-14]
3074	Rep. Hageman, Harriet M. [R-WY-At Large]	Rep. Clyde, Andrew S. [R-GA-9]
3075	Rep. Hageman, Harriet M. [R-WY-At Large]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
3076	Rep. Hageman, Harriet M. [R-WY-At Large]	Rep. Crane, Elijah [R-AZ-2]
3077	Rep. Ciscomani, Juan [R-AZ-6]	Rep. Stanton, Greg [D-AZ-4]
3078	Rep. Ciscomani, Juan [R-AZ-6]	Rep. Garbarino, Andrew R. [R-NY-2]
3079	Rep. Ciscomani, Juan [R-AZ-6]	Rep. Gallego, Ruben [D-AZ-3]
3080	Rep. Ciscomani, Juan [R-AZ-6]	Rep. Caraveo, Yadira [D-CO-8]
3081	Rep. Bowman, Jamaal [D-NY-16]	Rep. Adams, Alma S. [D-NC-12]
